序号,品名,别名,英文名,CAS号,危险性类别,备注,来源页面
193,碘甲烷,甲基碘,methyl iodide;iodomethane,74-88-4,"急性毒性-经口,类别3 急性毒性-经皮,类别3 急性毒性-吸入,类别2 皮肤腐蚀/刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激） 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别3",,27
194,碘酸,,iodic acid,7782-68-5,"氧化性固体,类别2 皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1",,27
195,碘酸铵,,ammonium iodate,13446-09-8,"氧化性固体,类别2",,27
196,碘酸钡,,barium iodate,10567-69-8,"氧化性固体,类别2",,27
197,碘酸钙,碘钙石,calcium iodate;lautarite,7789-80-2,"氧化性固体,类别2",,27
198,碘酸镉,,cadium iodate,7790-81-0,"氧化性固体,类别2 致癌性,类别1A 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,27
199,碘酸钾,,potassium iodate,7758-05-6,"氧化性固体,类别2",,27
200,碘酸钾合一碘酸,碘酸氢钾；重碘酸钾,potassium diiodate;potassium acid iodate,13455-24-8,"氧化性固体,类别2 皮肤腐蚀/刺激,类别2",,27
201,碘酸钾合二碘酸,,potassium iodate acid;potassium dihydrogen iodate,,"氧化性固体,类别2 皮肤腐蚀/刺激,类别2",,27
202,碘酸锂,,lithium iodate,13765-03-2,"氧化性固体,类别2",,27
203,碘酸锰,,manganese iodate,25659-29-4,"氧化性固体,类别2",,27
204,碘酸钠,,sodium iodate,7681-55-2,"氧化性固体,类别2",,27
2024,四氟化硫,,sulfur tetrafluoride,7783-60-0,"加压气体 急性毒性-吸入,类别1 皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别1 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激） 特异性靶器官毒性-反复接触,类别1",,280
2025,四氟化铅,,lead tetrafluoride,7783-59-7,"致癌性,类别1B 生殖毒性,类别1A 特异性靶器官毒性-反复接触,类别2* 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,280
2026,四氟甲烷,R14,tetrafluoromethane;freon 14,75-73-0,"加压气体 特异性靶器官毒性-一次接触,类别 3 （麻醉效应）",,280
2027,"四氟硼酸-2,5-二乙氧基 -4-吗啉代重氮苯",,"2,5-diethoxy-4-morpholinobenzenediazon ium tetrafluoroborate",4979-72-0,"自反应物质和混合物,D型",,280
2028,四氟乙烯[稳定的],,"tetrafluoroethylene,stabilized",116-14-3,"易燃气体,类别1 化学不稳定性气体,类别B 加压气体 严重眼损伤/眼刺激,类别2B 致癌性,类别2 特异性靶器官毒性-一次接触,类别2 特异性靶器官毒性-反复接触,类别2",,280
2029,"1,2,4,5-四甲苯",均四甲苯,"1,2,4,5-tetramethyl benzene;sym-tetramethylbenzene",95-93-2,"易燃固体,类别1",,280
2030,"1,1,3,3-四甲基-1-丁硫 醇",特辛硫醇；叔辛硫醇,"1,1,3,3-tetramethyl-1-butyl sulfhydrate;tert-octanethiol;tert-octy l mercaptan;2-Pentanethiol, 2,4,4-trimethyl-",141-59-3,"易燃液体,类别3 急性毒性-经口,类别3 急性毒性-吸入,类别2*",,280
2031.0,"1,1,3,3-四甲基丁基过氧 -2-乙基己酸酯[含量 ≤100%]","过 氧 化 -2- 乙 基 己 酸 -1,1,3,3-四甲基丁酯；过氧 化-1,1,3,3-四甲基丁基-2- 乙基乙酸酯；过氧化-2-乙基 己酸叔辛酯","1,1,3,3-tetramethylbutyl peroxy-2-ethyl-hexanoate (not more than 100%);1,1,3,3-tetramethyl butyl per-ethyl-hexanoate;tert-octyl peroxy-2-ethylhexanoate",22288-43-3,"有机过氧化物,D型",,281
2032.0,"1,1,3,3-四甲基丁基过氧 新癸酸酯[含量≤52%,在 水中稳定弥散]",,"1,1,3,3-tetramethylbutyl peroxyneodecanoate (not more than 52% as a stable dispersion in water)",51240-95-0,"有机过氧化物,F型",,281
,"1,1,3,3-四甲基丁基过氧 新癸酸酯[含量≤72%,含B 型稀释剂≥28%]",,"1,1,3,3-tetramethylbutyl peroxyneodecanoate (not more than 72%, and diluent type B not less than 28%)",,"有机过氧化物,D型",,281
2033.0,"1,1,3,3-四甲基丁基氢过 氧化物[含量≤100%]",过氧化氢叔辛基,"1,1,3,3-tetramethylbutyl hydroperoxide (not more than 100%);tert-octyl hydroperoxide",5809-08-5,"有机过氧化物,D型",,281
2034.0,"2,2,3',3'-四甲基丁烷",六甲基乙烷；双叔丁基,"2,2,3',3'-tetramethylbutane",594-82-1,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 吸入危害,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,281
2035.0,四甲基硅烷,四甲基硅,tetramethylsilane;silicon methyl,75-76-3,"易燃液体,类别1",,281
2036.0,四甲基铅,,tetramethyl lead,75-74-1,"易燃液体,类别3 急性毒性-经口,类别3 急性毒性-吸入,类别2 特异性靶器官毒性-一次接触,类别1 特异性靶器官毒性-反复接触,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,281
2037,四甲基氢氧化铵,,tetramethylammonium hydroxide,75-59-2,"急性毒性-经口,类别2 急性毒性-经皮,类别2 皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别1 特异性靶器官毒性-反复接触,类别1 危害水生环境-急性危害,类别2",,282
2038,"N,N,N',N'-四甲基乙二胺","1,2-双(二甲基氨基)乙烷","N,N,N',N'-tetramethylethylenediamine;1 ,2-di-(dimethylamino)ethane",110-18-9,"易燃液体,类别2 皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1",,282
2039,四聚丙烯,四丙烯,propylene tetramer;tetrapropylene,6842-15-5,"易燃液体,类别3 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,282
2040,四磷酸六乙酯,乙基四磷酸酯,hexaethyl tetraphosphate;ethyl tetraphosphate,757-58-4,"急性毒性-经口,类别2",,282
2041,四磷酸六乙酯和压缩气体 混合物,,hexaethyl tetraphosphate and compressed gas mixtures,,"加压气体 急性毒性-吸入,类别3*",,282
2042,"2,3,4,6-四氯苯酚","2,3,4,6-四氯酚","2,3,4,6-tetrachlorophenol",58-90-2,"急性毒性-经口,类别3* 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,282
2043,"1,1,3,3-四氯丙酮","1,1,3,3-四氯-2-丙酮","1,1,3,3-tetrachloroacetone;1,1,3,3-tet rachloro-2-propanone",632-21-3,"急性毒性-经口,类别3 急性毒性-经皮,类别2",,282
2044,"1,2,3,4-四氯代苯",,"1,2,3,4-tetrachlorobenzene",634-66-2,"生殖毒性,类别1B 特异性靶器官毒性-一次接触,类别2 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 特异性靶器官毒性-反复接触,类别2 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,282
2045,"1,2,3,5-四氯代苯",,"1,2,3,5-tetrachlorobenzene",634-90-2,"危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,283
2046,"1,2,4,5-四氯代苯",,"1,2,4,5-tetrachlorobenzene",95-94-3,"生殖毒性,类别2 生殖毒性,附加类别 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 特异性靶器官毒性-反复接触,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,283
2047,"2,3,7,8-四氯二苯并对二 噁英","二噁英；2,3,7,8-TCDD；四氯 二苯二噁英","2,3,7,8-tetrachlorodibenzo-1,4-dioxin; 2,3,7,8-etrachlorodibenzo-para-dioxin",1746-01-6,"急性毒性-经口,类别1 急性毒性-经皮,类别1 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 生殖细胞致突变性,类别2 致癌性,类别1A 生殖毒性,类别1B 特异性靶器官毒性-一次接触,类别1 特异性靶器官毒性-反复接触,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",剧毒,283
2048,四氯化碲,,tellurium tetrachloride,10026-07-0,"皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1",,283
2049,四氯化钒,,vanadium tetrachloride,7632-51-1,"急性毒性-经口,类别3 皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1",,283
2050,四氯化锆,,zirconium tetrachloride,10026-11-6,"皮肤腐蚀/刺激,类别1C 严重眼损伤/眼刺激,类别1",,283
2051,四氯化硅,氯化硅,silicon tetrachloride;silicon(Ⅳ)chloride,10026-04-7,"皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激）",,283
2052,四氯化硫,,sulphur tetrachloride,13451-08-6,"皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激） 危害水生环境-急性危害,类别1",,284
2053,"1,2,3,4-四氯化萘",四氯化萘,"1,2,3,4-tetrachloronaphthalene ;tetra- chloro-naphthalene",1335-88-2,"特异性靶器官毒性-反复接触,类别1",,284
2054,四氯化铅,,lead tetrachloride,13463-30-4,"致癌性,类别1B 生殖毒性,类别1A 特异性靶器官毒性-反复接触,类别2* 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,284
2055,四氯化钛,,titanium tetrachloride,7550-45-0,"皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1",,284
2056,四氯化碳,四氯甲烷,carbon tetrachloride;tetrachloromethane,56-23-5,"急性毒性-经口,类别3* 急性毒性-经皮,类别3* 急性毒性-吸入,类别3* 致癌性,类别2 特异性靶器官毒性-反复接触,类别1 危害水生环境-长期危害,类别3 危害臭氧层,类别1",,284
2057,四氯化硒,,selenium tetrachloride,10026-03-6,"急性毒性-经口,类别3* 急性毒性-吸入,类别3* 特异性靶器官毒性-反复接触,类别2 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,284
2058,四氯化锡[无水],氯化锡,tin tetrachloride ， anhydrous;stannic chloride，anhydrous,7646-78-8,"皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激） 危害水生环境-长期危害,类别3",,284
2059,四氯化锡五水合物,,stannic chloride pentahydrate,10026-06-9,"皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1 危害水生环境-长期危害,类别3",,285
2060,四氯化锗,氯化锗,germanium tetrachloride;germanium chloride,10038-98-9,"皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1",,285
2061,四氯邻苯二甲酸酐,,tetrachlorophthalic anhydride,117-08-8,"严重眼损伤/眼刺激,类别1 呼吸道致敏物,类别1 皮肤致敏物,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,285
2062,"四氯锌酸-2,5-二丁氧基 -4-(4-吗啉基)-重氮苯 (2:1)",,"2,5-dibutoxy-4-(4-morpholinyl) benzenediazonium,tetrachlorozincate (2:1)",14726-58-0,"自反应物质和混合物,E型",,285
2063,"1,1,2,2-四氯乙烷",,"1,1,2,2-tetrachloroethane",79-34-5,"急性毒性-经皮,类别1 急性毒性-吸入,类别2* 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,285
2064,四氯乙烯,全氯乙烯,tetrachloroethylene;perchloroethylene,127-18-4,"致癌性,类别1B 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,285
2065,N-四氯乙硫基四氢酞酰亚 胺,敌菌丹,captafol,2425-06-1,"皮肤致敏物,类别1 致癌性,类别1B 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,285
2066,"5,6,7,8-四氢-1-萘胺","1-氨基-5,6,7,8-四氢萘","5,6,7,8-tetrahydro-1-naphthylamine;1-a mino-5,6,7,8-tetrahydronaphthalene",2217-41-6,"皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激）",,285
2067,"3-(1,2,3,4- 四 氢 -1- 萘 基)-4-羟基香豆素",杀鼠醚,"4-hydroxy-3-(1,2,3,4-tetrahydro-1-naph thyl)coumarin;racumin;coumatetralyl",5836-29-3,"急性毒性-经口,类别2* 急性毒性-经皮,类别1 特异性靶器官毒性-反复接触,类别1 危害水生环境-长期危害,类别3",剧毒,286
2068,"1,2,5,6-四氢吡啶",,"1,2,5,6-tetrahydropyridine",694-05-3,"易燃液体,类别2",,286
2069,四氢吡咯,吡咯烷；四氢氮杂茂,tetrahydropyrrole;pyrrolidine;tetramet hyleneimine,123-75-1,"易燃液体,类别2 急性毒性-经口,类别3 急性毒性-吸入,类别2 皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别1",,286
2070,四氢吡喃,氧己环,tetrahydropyran;pentamethylene oxide,142-68-7,"易燃液体,类别2",,286
2071,四氢呋喃,氧杂环戊烷,tetrahydrofuran;diethylene oxide,109-99-9,"易燃液体,类别2 严重眼损伤/眼刺激,类别2 致癌性,类别2 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激）",,286
2072,"1,2,3,6-四氢化苯甲醛",,"1,2,3,6-tetrahydrobenzaldehyde",100-50-5,"易燃液体,类别3 皮肤腐蚀/刺激,类别2*",,286
2073,四氢糠胺,,tetrahydrofurfurylamine,4795-29-3,"易燃液体,类别3",,286
2074,四氢邻苯二甲酸酐[含马 来酐＞0.05%],四氢酞酐,"3,4,5,6-tetrahydrophthalic anhydride with more than 0.05% of maleic anhydride",2426-02-0,"皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1 呼吸道致敏物,类别1 皮肤致敏物,类别1 危害水生环境-长期危害,类别3",,286
2075,四氢噻吩,四甲撑硫；四氢硫杂茂,tetrahydrothiophene;tetramethylene sulfide;thiophane,110-01-0,"易燃液体,类别2 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 危害水生环境-长期危害,类别3",,286
2076,四氰基代乙烯,四氰代乙烯,tetracyanoethylene;percyanoethylene,670-54-2,"急性毒性-经口,类别1",,286
2077,"2,3,4,6-四硝基苯胺",,"2,3,4,6-tetranitroaniline",3698-54-2,"爆炸物,1.1项",,287
2078,四硝基甲烷,,tetranitromethane,509-14-8,"氧化性液体,类别1 急性毒性-经口,类别3 急性毒性-吸入,类别1 严重眼损伤/眼刺激,类别2A 致癌性,类别2 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激） 特异性靶器官毒性-反复接触,类别1",剧毒,287
2079,四硝基萘,,"1,3,6,8-tetranitronaphthalene",28995-89-3,"爆炸物,1.1项",,287
2080,四硝基萘胺,,tetranitro-1-naphthylamine,,"爆炸物,1.1项",,287
2081,四溴二苯醚,,tetrabromodiphenyl ethers,40088-47-9,"生殖毒性,类别1B",,287
2082,四溴化硒,,selenium tetrabromide,7789-65-3,"急性毒性-经口,类别3* 急性毒性-吸入,类别3* 特异性靶器官毒性-反复接触,类别2 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,287
2083,四溴化锡,,tin tetrabromide,7789-67-5,"皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1",,287
2084,四溴甲烷,四溴化碳,tetrabromomethane;carbon tetrabromide,558-13-4,"皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别1 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 特异性靶器官毒性-反复接触,类别1",,287
2085,"1,1,2,2-四溴乙烷",,"1,1,2,2-tetrabromoethane",79-27-6,"急性毒性-吸入,类别2* 严重眼损伤/眼刺激,类别2 危害水生环境-长期危害,类别3",,287
2086,四亚乙基五胺,三缩四乙二胺；四乙撑五胺,"3,6,9-triazaundecamethylenediamine;tet raethylenepentamine",112-57-2,"皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 皮肤致敏物,类别1 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,288
2087,四氧化锇,锇酸酐,osmium tetraoxide;osmic acid;osmic acid anhydride,20816-12-0,"急性毒性-经口,类别2* 急性毒性-经皮,类别1 急性毒性-吸入,类别2* 皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1",剧毒,288
2088,四氧化二氮,,dinitrogen tetroxide,10544-72-6,"氧化性气体,类别1 加压气体 急性毒性-吸入,类别2* 皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激）",,288
2089,四氧化三铅,红丹；铅丹；铅橙,lead tetraoxide;lead oxide red;orange lead,1314-41-6,"致癌性,类别1B 生殖毒性,类别1A 特异性靶器官毒性-一次接触,类别1 特异性靶器官毒性-反复接触,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,288
2090,"O,O,O',O'-四乙基-S,S'- 亚甲基双(二硫代磷酸酯)",乙硫磷,"O,O,O',O'-tetraethyl S,S'-methylenedi(phosphorodithioate);d iethion;ethiol;cethion;FMC-1240;ethion",563-12-2,"急性毒性-经口,类别3* 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,288
2091,"O,O,O',O'-四乙基二硫代 焦磷酸酯",治螟磷,"O,O,O,O-tetraethyl dithiopyrophosphate;thiotepp;dithione; sulfotep",3689-24-5,"急性毒性-经口,类别2* 急性毒性-经皮,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",剧毒,288
2092,四乙基焦磷酸酯,特普,tetraethyl pyrophosphate;TEPP,107-49-3,"急性毒性-经口,类别2* 急性毒性-经皮,类别1 危害水生环境-急性危害,类别1",剧毒,289
2093,四乙基铅,发动机燃料抗爆混合物,tetraethyl lead,78-00-2,"急性毒性-经口,类别2 急性毒性-经皮,类别3 急性毒性-吸入,类别1 生殖毒性,类别2 特异性靶器官毒性-一次接触,类别1 特异性靶器官毒性-反复接触,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",剧毒,289
2094,四乙基氢氧化铵,,tetraethylammonium hydroxide,77-98-5,"皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1",,289
2095,四乙基锡,四乙锡,tetra ethyltin;tetraethylstannane,597-64-8,"易燃液体,类别3 急性毒性-经口,类别2 急性毒性-吸入,类别2* 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,289
2096,四唑并-1-乙酸,四唑乙酸；四氮杂茂-1-乙酸,tetrazol-1-acetic acid;tetranitrazoleacetic acid,21732-17-2,"爆炸物,1.4项",,289
2097,松焦油,,pine tar oil,8011-48-1,"危害水生环境-长期危害,类别3*",,289
2098,松节油,,"turpentine,oil",8006-64-2,"易燃液体,类别3 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 皮肤致敏物,类别1 吸入危害,类别1 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,289
2099,松节油混合萜,松脂萜；芸香烯,terebene,1335-76-8,"易燃液体,类别3",,289
2100,松油,,pine oil,8002-09-3,"易燃液体,类别3 危害水生环境-长期危害,类别3",,289
2101,松油精,松香油,rosin oil,8002-16-2,"易燃液体,类别2",,289
205,碘酸铅,,lead iodate,25659-31-8,"氧化性固体,类别2 致癌性,类别1B 生殖毒性,类别1A 特异性靶器官毒性-反复接触,类别2* 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,28
